timestamp,load_pct,stack_temp_C,o2_pct,flare_flow_m3h,pressure_bar,feedstock_tph
2024-01-01T00:00:00,73.80064923950826,347.1039148064945,3.1883225739206718,4883.906425694351,2.5667342079551196,15.991383143006875
2024-01-01T01:00:00,68.83057671790611,337.11843631180886,3.3842004578485443,4591.918957995515,2.570856606253115,15.902226031647508
2024-01-01T02:00:00,65.95458451603737,337.0734431690691,3.403524740266316,4309.181506675801,2.5114202809729753,14.962907921865717
2024-01-01T03:00:00,79.42900388323216,345.64033812304,2.9592771400234184,5295.126636621173,2.5638719051089853,16.00874786898188
2024-01-01T04:00:00,76.19543073863707,334.87517182441286,2.993489057639709,4932.767622225835,2.5880617485669366,16.151686053042496
2024-01-01T05:00:00,85.63955473527388,351.51394237408596,2.985793412267968,5261.290891077682,2.5628199141994874,17.220804912291356
2024-01-01T06:00:00,99.00089144562895,361.94013890579987,2.812110124767504,5661.164076187363,2.5953475106014143,18.511050768649447
2024-01-01T07:00:00,92.43769162549279,347.4926708684563,2.6608436295146634,5612.452097644271,2.5483466201996383,17.604353495085228
2024-01-01T08:00:00,104.0,356.33132530692427,2.6560602014455745,5693.537180078477,2.5862733403073044,18.59545976472626
2024-01-01T09:00:00,104.0,361.3657717844961,2.5874456546925346,6301.3845266641365,2.6357485568160093,17.943877090945207
2024-01-01T10:00:00,104.0,355.82329085884567,2.6239539965669416,5872.502503805377,2.48914149921542,18.836779202358972
2024-01-01T11:00:00,104.0,357.329837322571,2.52217021761445,6092.4469016710855,2.6284453779424304,18.768178697825718
2024-01-01T12:00:00,104.0,359.29316787249127,2.6018707795303673,5882.849747690484,2.6098758848832246,18.63735927395933
2024-01-01T13:00:00,104.0,356.67594540213344,2.505127872674907,6307.795325071675,2.721926843049229,19.563367759320386
2024-01-01T14:00:00,104.0,358.1525326791907,2.499363985448683,6348.161327003672,2.62659782224705,18.26390363103267
2024-01-01T15:00:00,104.0,366.4155552840588,2.649431615504333,5848.488389676107,2.579646928722916,18.15863813369224
2024-01-01T16:00:00,104.0,358.46576168577747,2.4901961736414147,5675.722601695837,2.669086673952065,19.073168624641237
2024-01-01T17:00:00,97.21681812086635,346.62814622112467,2.547022945370194,5943.11975414882,2.616308335293711,19.28094023798132
2024-01-01T18:00:00,86.67728984607874,348.1540104665119,2.769626535562525,5545.592419170799,2.6000768126103377,17.778555558945065
2024-01-01T19:00:00,88.91504205247088,346.52297823369224,2.7801035055596794,5249.732241709056,2.5886215700399378,17.165674411788338
2024-01-01T20:00:00,82.75932112894836,346.63636177949934,2.898093005469133,5466.554537704102,2.7053948487865056,16.77185654462986
2024-01-01T21:00:00,74.47830994424115,337.59762842719425,3.1026908530415445,5072.897692636009,2.5746121816425545,15.293503010502882
2024-01-01T22:00:00,71.8284143498195,337.82367058428287,3.2845554920349014,4887.325053387223,2.5586885596086844,15.88156211533658
2024-01-01T23:00:00,69.78952128178315,339.3669250961052,3.066510827804052,4770.208482714871,2.443049936465924,15.937534870600524
2024-01-02T00:00:00,70.68157008199725,341.7080211011824,3.1892439622985536,4681.00985877559,2.617768798013232,15.069824345861033
2024-01-02T01:00:00,71.05864372923882,340.72153234491213,3.0756728061774696,5289.001160956895,2.560439219196545,15.947079381258671
2024-01-02T02:00:00,69.99961597270654,338.56219747393857,3.3255994036578405,4877.09454555878,2.6191145716180655,15.625985998908252
2024-01-02T03:00:00,81.36938979773426,348.23071139157776,2.8593568971354952,5270.2371609073925,2.645255097395393,16.78048366810244
2024-01-02T04:00:00,73.01306335765882,331.5074865115295,3.158334307955623,4993.447233751535,2.5917553923357626,15.168536471958465
2024-01-02T05:00:00,91.58292624224477,344.7731133584853,2.772981344956014,5892.944906721738,2.6010946837327027,17.370111992973637
2024-01-02T06:00:00,89.1285244148304,345.53424903766813,2.688248250781833,5517.93833429626,2.6242725143930814,18.16481673117897
2024-01-02T07:00:00,91.80597638863273,358.6610000484224,2.919892935198231,5664.8454495225515,2.728845720349682,17.68506094651965
2024-01-02T08:00:00,99.22321556269749,351.39329936249385,2.5921601613856815,5850.707699143077,2.6028414328838623,18.760140914294766
2024-01-02T09:00:00,104.0,361.43013680982637,2.4220876756490206,6074.92408647851,2.6947241582350197,17.445945920460243
2024-01-02T10:00:00,104.0,355.899011100904,2.556616215565456,6020.076469110627,2.545550228176646,18.805226816406915
2024-01-02T11:00:00,104.0,365.35120613271636,2.4268940171110156,6798.568838472665,2.577732880022441,18.727621046668393
2024-01-02T12:00:00,98.68767234286123,357.52766520272957,2.592545450698364,6076.086545022547,2.6273958342162507,18.23399378743215
2024-01-02T13:00:00,104.0,365.04093953408875,2.438701764547774,5782.400287934644,2.606229223880388,18.488142034168092
2024-01-02T14:00:00,100.16962859571805,363.83437183045424,2.6959944783572656,6495.226165086827,2.5479218227207596,18.5015142790281
2024-01-02T15:00:00,104.0,360.6099003064834,2.4780418382951592,6027.64005055732,2.650643226413854,18.67209685923586
2024-01-02T16:00:00,98.4186995288765,352.8744957146749,2.506773769431091,6357.937922401996,2.5793023633110046,17.87149781926295
2024-01-02T17:00:00,99.90762918426917,355.08838572540753,2.5570937775966254,5970.6215716312345,2.558174568995912,18.371264047384226
2024-01-02T18:00:00,95.6309168075391,352.0367000408762,2.825074508722797,5570.036811052751,2.5196374422450853,17.69504475294664
2024-01-02T19:00:00,90.96467983839742,348.17040919217186,2.7741038476580835,5818.528194319719,2.612832093569219,17.10334943770059
2024-01-02T20:00:00,80.73173669979593,348.009492342219,2.8466346240662825,5028.837205420809,2.5450172918490943,16.90122662941431
2024-01-02T21:00:00,78.80759357283841,345.055931585121,3.1119926129222786,5331.929550487814,2.564924911712927,16.578015435468423
2024-01-02T22:00:00,68.79534447679518,335.3765402626131,3.261769635466413,4929.7514531110355,2.6270997871612227,15.346382051082145
2024-01-02T23:00:00,67.47149780703596,334.60663048492654,3.0255684565116243,5032.275011811466,2.6385007201042985,15.402107689358516
2024-01-03T00:00:00,70.11498802713272,337.65930715777375,3.361830126829544,4978.395209761911,2.700827256434687,15.835973470720754
2024-01-03T01:00:00,73.84108305842423,337.3087482580519,3.124901033767281,5139.075739055548,2.519270246606801,15.672198220855618
2024-01-03T02:00:00,78.17238207407209,342.5261375931809,3.1358907000803518,5005.73023249135,2.503182451678426,16.424042666354396
2024-01-03T03:00:00,72.75478108758351,336.90142211915213,3.3841965398808056,5066.787988643298,2.668842843142942,16.382601524966855
2024-01-03T04:00:00,79.46102108384115,343.98907195079613,2.94823720465865,4955.385608412111,2.606970100686362,16.014924256679706
2024-01-03T05:00:00,89.07430871127717,351.0871384383709,2.849468004597822,5417.068976679978,2.5282751274850463,16.964413568615043
2024-01-03T06:00:00,97.82021332366533,351.8346835908955,2.6256973260624816,6011.043748302244,2.624199866110054,18.690862324143037
2024-01-03T07:00:00,96.92984928520808,356.7310390775021,2.8175052022322693,5954.8375701747,2.573041852947035,17.644508255750655
2024-01-03T08:00:00,104.0,363.5809512853789,2.594332402220794,6295.547193342389,2.515569346268044,19.49148037474565
2024-01-03T09:00:00,103.58068037130381,356.8700759954522,2.4632900290769664,5808.5566159475375,2.7231198764340654,19.130493611657716
2024-01-03T10:00:00,102.75687519549646,366.3519010415206,2.6347545986728638,6548.7076549700205,2.703794706844642,19.712482986711645
